S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4867,10/08/2020,Goa,8712,2642,5995,75
4868,11/08/2020,Goa,9029,2741,6208,80
4869,12/08/2020,Goa,9444,2878,6480,86
4870,13/08/2020,Goa,9924,3194,6641,89
4871,14/08/2020,Goa,10494,3491,6912,91
4872,15/08/2020,Goa,10970,3720,7157,93
4873,16/08/2020,Goa,11339,3753,7488,98
4874,17/08/2020,Goa,11639,3760,7775,104
4875,18/08/2020,Goa,11994,3825,8058,111
4876,19/08/2020,Goa,12333,3861,8356,116
4877,20/08/2020,Goa,12675,3838,8713,124
4878,21/08/2020,Goa,13099,3910,9063,126
4879,22/08/2020,Goa,13484,3809,9540,135
4880,23/08/2020,Goa,13790,3631,10019,140
4881,24/08/2020,Goa,13999,3383,10472,144
4882,25/08/2020,Goa,14138,3081,10909,148
4883,26/08/2020,Goa,14530,3149,11224,157
4884,27/08/2020,Goa,15027,3351,11511,165
4885,28/08/2020,Goa,15483,3445,11867,171
4886,29/08/2020,Goa,16006,3535,12296,175
4887,30/08/2020,Goa,16553,3646,12729,178
4888,31/08/2020,Goa,17004,3635,13186,183
4889,01/09/2020,Goa,17418,3649,13577,192
4890,02/09/2020,Goa,18006,3962,13850,194
4891,03/09/2020,Goa,18642,4379,14059,204
4892,04/09/2020,Goa,19355,4782,14361,212
4893,05/09/2020,Goa,19863,4896,14747,220
4894,06/09/2020,Goa,20455,4945,15281,229
4895,07/09/2020,Goa,20829,4754,15839,236
4896,08/09/2020,Goa,21173,4501,16427,245
4897,09/09/2020,Goa,21630,4499,16875,256
4898,10/09/2020,Goa,22251,4833,17156,262
4899,11/09/2020,Goa,22890,5030,17592,268
4900,12/09/2020,Goa,23445,5104,18065,276
4901,13/09/2020,Goa,24185,5323,18576,286
4902,14/09/2020,Goa,24592,5173,19129,290
4903,15/09/2020,Goa,24898,4946,19648,304
4904,16/09/2020,Goa,25511,5102,20094,315
4905,17/09/2020,Goa,26139,5375,20445,319
4906,18/09/2020,Goa,26783,5612,20844,327
4907,19/09/2020,Goa,27379,5730,21314,335
4908,20/09/2020,Goa,28022,5920,21760,342
4909,21/09/2020,Goa,28429,5781,22297,351
4910,22/09/2020,Goa,28753,5667,22726,360
4911,23/09/2020,Goa,29343,5513,23462,368
4912,24/09/2020,Goa,29879,5646,23857,376
4913,25/09/2020,Goa,30552,5822,24347,383
4914,26/09/2020,Goa,31071,5614,25071,386
4915,27/09/2020,Goa,31574,5424,25759,391
4916,28/09/2020,Goa,31958,5097,26460,401
4917,29/09/2020,Goa,32396,4917,27072,407
4918,30/09/2020,Goa,32777,4577,27781,419
4919,01/10/2020,Goa,33418,4865,28125,428
4920,02/10/2020,Goa,33942,4977,28525,440
4921,03/10/2020,Goa,34455,5009,29004,442
4922,04/10/2020,Goa,34900,4923,29527,450
4923,05/10/2020,Goa,35328,4839,30033,456
4924,06/10/2020,Goa,35719,4803,30456,460
4925,07/10/2020,Goa,36238,4720,31050,468
4926,08/10/2020,Goa,36670,4749,31444,477
4927,09/10/2020,Goa,37102,4716,31902,484
4928,10/10/2020,Goa,37591,4783,32317,491
4929,11/10/2020,Goa,37934,4658,32777,499
4930,12/10/2020,Goa,38366,4656,33203,507
4931,13/10/2020,Goa,38674,4465,33698,511
4932,14/10/2020,Goa,39082,4316,34252,514
4933,15/10/2020,Goa,39438,4188,34731,519
4934,16/10/2020,Goa,39770,4084,35161,525
4935,17/10/2020,Goa,40091,3950,35610,531
4936,18/10/2020,Goa,40400,3827,36035,538
4937,19/10/2020,Goa,40587,3648,36395,544
4938,20/10/2020,Goa,40746,3283,36914,549
4939,21/10/2020,Goa,41031,3201,37275,555
4940,22/10/2020,Goa,41339,3099,37683,557
4941,23/10/2020,Goa,41586,2991,38031,564
4942,24/10/2020,Goa,41813,2824,38421,568
4943,25/10/2020,Goa,42031,2692,38769,570
4944,26/10/2020,Goa,42242,2576,39090,576
4945,27/10/2020,Goa,42532,2517,39433,582
4946,28/10/2020,Goa,42747,2384,39778,585
4947,29/10/2020,Goa,42968,2402,39974,592
4948,30/10/2020,Goa,43201,2436,40168,597
4949,31/10/2020,Goa,43416,2405,40409,602
4950,01/11/2020,Goa,43626,2344,40678,604
4951,02/11/2020,Goa,43768,2244,40915,609
4952,03/11/2020,Goa,43954,2215,41123,616
4953,04/11/2020,Goa,44189,2209,41362,618
4954,05/11/2020,Goa,44372,2135,41611,626
4955,06/11/2020,Goa,44544,2065,41849,630
4956,07/11/2020,Goa,44747,2058,42056,633
4957,08/11/2020,Goa,44916,2036,42239,641
4958,09/11/2020,Goa,45065,1976,42446,643
4959,10/11/2020,Goa,45209,1884,42678,647
4960,11/11/2020,Goa,45389,1861,42877,651
4961,12/11/2020,Goa,45498,1813,43029,656
4962,13/11/2020,Goa,45605,1728,43221,656
4963,14/11/2020,Goa,45761,1715,43388,658
4964,15/11/2020,Goa,45845,1653,43533,659
4965,16/11/2020,Goa,45903,1585,43656,662
4966,17/11/2020,Goa,46028,1424,43941,663
4967,18/11/2020,Goa,46182,1383,44132,667
4968,19/11/2020,Goa,46344,1364,44310,670
4969,20/11/2020,Goa,46480,1343,44467,670
4970,21/11/2020,Goa,46632,1295,44665,672
4971,22/11/2020,Goa,46748,1261,44812,675
4972,23/11/2020,Goa,46826,1170,44979,677
4973,24/11/2020,Goa,46901,1141,45083,677
4974,25/11/2020,Goa,47068,1221,45168,679
4975,26/11/2020,Goa,47193,1281,45229,683
4976,27/11/2020,Goa,47341,1316,45340,685
4977,28/11/2020,Goa,47491,1313,45492,686
4978,29/11/2020,Goa,47689,1348,45655,686
4979,30/11/2020,Goa,47804,1327,45790,687
4980,01/12/2020,Goa,47963,1335,45940,688
4981,02/12/2020,Goa,48124,1366,46068,690
4982,03/12/2020,Goa,48241,1416,46132,693
4983,04/12/2020,Goa,48365,1418,46251,696
4984,05/12/2020,Goa,48459,1388,46375,696
4985,06/12/2020,Goa,48574,1384,46493,697
4986,07/12/2020,Goa,48686,1364,46624,698
4987,08/12/2020,Goa,48776,1297,46778,701
4988,09/12/2020,Goa,48935,1310,46924,701
4989,10/12/2020,Goa,49036,1277,47056,703
4990,11/12/2020,Goa,49131,1213,47215,703
4991,12/12/2020,Goa,49235,1187,47345,703
4992,13/12/2020,Goa,49305,1111,47489,705
4993,14/12/2020,Goa,49362,1066,47590,706
4994,15/12/2020,Goa,49474,1030,47737,707
4995,17/12/2020,Goa,49657,979,47965,713
4996,18/12/2020,Goa,49745,975,48054,716
4997,19/12/2020,Goa,49849,961,48170,718
4998,20/12/2020,Goa,49976,978,48280,718
4999,21/12/2020,Goa,50064,972,48371,721
5000,22/12/2020,Goa,50143,941,48479,723
5001,23/12/2020,Goa,50239,947,48567,725
5002,24/12/2020,Goa,50364,1000,48637,727
5003,25/12/2020,Goa,50454,1001,48725,728
5004,26/12/2020,Goa,50534,980,48826,728
5005,27/12/2020,Goa,50595,951,48913,731
5006,28/12/2020,Goa,50667,944,48992,731
5007,29/12/2020,Goa,50772,955,49083,734
5008,30/12/2020,Goa,50884,950,49199,735
5009,31/12/2020,Goa,50981,931,49313,737
5010,03/01/2021,Goa,51230,921,49570,739
5011,04/01/2021,Goa,51295,901,49653,741
5012,05/01/2021,Goa,51335,851,49741,743
5013,06/01/2021,Goa,51415,860,49811,744
5014,07/01/2021,Goa,51507,870,49893,744
5015,08/01/2021,Goa,51626,899,49983,744
5016,09/01/2021,Goa,51709,877,50088,744
5017,10/01/2021,Goa,51790,867,50177,746
5018,11/01/2021,Goa,51856,832,50277,747
5019,12/01/2021,Goa,51891,799,50343,749
5020,13/01/2021,Goa,51983,797,50437,749
5021,14/01/2021,Goa,52079,814,50515,750
5022,15/01/2021,Goa,52182,848,50582,752
5023,16/01/2021,Goa,52262,866,50643,753
5024,17/01/2021,Goa,52345,877,50712,756
5025,18/01/2021,Goa,52405,878,50771,756
5026,19/01/2021,Goa,52458,865,50837,756
5027,20/01/2021,Goa,52570,862,50952,756
5028,21/01/2021,Goa,52657,865,51036,756
5029,22/01/2021,Goa,52712,865,51090,757
5030,23/01/2021,Goa,52782,854,51170,758
5031,24/01/2021,Goa,52867,873,51233,761
5032,25/01/2021,Goa,52920,824,51335,761
5033,27/01/2021,Goa,53047,774,51510,763
5034,28/01/2021,Goa,53100,737,51600,763
5035,29/01/2021,Goa,53185,768,51652,765
5036,30/01/2021,Goa,53263,742,51755,766
5037,31/01/2021,Goa,53356,759,51831,766
5038,01/02/2021,Goa,53409,750,51891,768
5039,02/02/2021,Goa,53469,724,51977,768
5040,03/02/2021,Goa,53575,768,52039,768
5041,04/02/2021,Goa,53638,761,52109,768
5042,05/02/2021,Goa,53717,782,52165,770
5043,06/02/2021,Goa,53773,760,52243,770
5044,07/02/2021,Goa,53838,769,52299,770
5045,08/02/2021,Goa,53880,761,52347,772
5046,09/02/2021,Goa,53937,733,52432,772
5047,10/02/2021,Goa,53996,692,52530,774
5048,11/02/2021,Goa,54068,698,52594,776
5049,12/02/2021,Goa,54113,684,52653,776
5050,13/02/2021,Goa,54152,595,52780,777
5051,14/02/2021,Goa,54193,584,52831,778
5052,15/02/2021,Goa,54235,546,52910,779
5053,16/02/2021,Goa,54275,525,52969,781
5054,17/02/2021,Goa,54323,504,53035,784
5055,18/02/2021,Goa,54369,509,53074,786
5056,19/02/2021,Goa,54421,510,53125,786
5057,20/02/2021,Goa,54466,498,53181,787
5058,21/02/2021,Goa,54523,493,53243,787
5059,22/02/2021,Goa,54562,488,53287,787
5060,23/02/2021,Goa,54591,464,53340,787
5061,24/02/2021,Goa,54648,479,53381,788
5062,25/02/2021,Goa,54700,495,53416,789
5063,26/02/2021,Goa,54771,531,53449,791
5064,27/02/2021,Goa,54871,587,53490,794
5065,01/03/2021,Goa,54986,606,53585,795
5066,02/03/2021,Goa,55026,583,53647,796
5067,03/03/2021,Goa,55073,582,53695,796
5068,04/03/2021,Goa,55143,610,53737,796
5069,06/03/2021,Goa,55291,675,53817,799
5070,07/03/2021,Goa,55361,700,53862,799
5071,08/03/2021,Goa,55409,688,53922,799
5072,09/03/2021,Goa,55463,632,54032,799
5073,10/03/2021,Goa,55538,663,54073,802
5074,11/03/2021,Goa,55607,675,54130,802
5075,13/03/2021,Goa,55758,745,54209,804
5076,14/03/2021,Goa,55851,767,54279,805
5077,15/03/2021,Goa,55917,749,54362,806
5078,16/03/2021,Goa,56006,775,54424,807
5079,17/03/2021,Goa,56100,792,54497,811
5080,18/03/2021,Goa,56173,805,54556,812
5081,19/03/2021,Goa,56271,861,54597,813
5082,20/03/2021,Goa,56371,899,54657,815
5083,21/03/2021,Goa,56525,997,54713,815
5084,22/03/2021,Goa,56623,1013,54792,818
5085,23/03/2021,Goa,56708,1017,54873,818
5086,24/03/2021,Goa,56841,1089,54931,821
5087,25/03/2021,Goa,56981,1156,55004,821
5088,27/03/2021,Goa,57283,1279,55181,823
5089,28/03/2021,Goa,57453,1379,55250,824
5090,29/03/2021,Goa,57584,1404,55354,826
5091,30/03/2021,Goa,57712,1429,55455,828
5092,31/03/2021,Goa,57839,1419,55591,829
5093,01/04/2021,Goa,58039,1556,55653,830
5094,02/04/2021,Goa,58304,1716,55757,831
5095,03/04/2021,Goa,58584,1914,55838,832
5096,04/04/2021,Goa,58803,1980,55989,834
5097,05/04/2021,Goa,59068,2077,56156,835
5098,06/04/2021,Goa,59315,2180,56298,837
5099,07/04/2021,Goa,59702,2471,56393,838
5100,08/04/2021,Goa,60229,2858,56531,840
5101,09/04/2021,Goa,60811,3331,56638,842
5102,10/04/2021,Goa,61239,3597,56797,845
5103,11/04/2021,Goa,61779,3969,56964,846
5104,12/04/2021,Goa,62304,4322,57134,848
5105,13/04/2021,Goa,62780,4565,57365,850
5106,14/04/2021,Goa,63342,4888,57601,853
5107,15/04/2021,Goa,63815,5112,57846,857
5108,16/04/2021,Goa,64572,5682,58028,862
5109,17/04/2021,Goa,65499,6321,58310,868
5110,18/04/2021,Goa,66261,6643,58746,872
5111,19/04/2021,Goa,67212,7052,59277,883
5112,20/04/2021,Goa,68152,7547,59705,900
5113,21/04/2021,Goa,69312,8241,60145,926
5114,22/04/2021,Goa,70814,9300,60571,943
5115,23/04/2021,Goa,72224,10228,61032,964
5116,24/04/2021,Goa,73644,11040,61628,976
5117,25/04/2021,Goa,75184,12078,62113,993
5118,26/04/2021,Goa,77477,13689,62771,1017
5119,27/04/2021,Goa,79798,15260,63483,1055
5120,28/04/2021,Goa,81908,16591,64231,1086
5121,29/04/2021,Goa,85009,18829,65070,1110
5122,30/04/2021,Goa,88028,20898,65984,1146
5123,01/05/2021,Goa,91052,22945,66939,1168
5124,02/05/2021,Goa,93355,23884,68249,1222
5125,03/05/2021,Goa,95385,24607,69504,1274
5126,04/05/2021,Goa,98088,25839,70929,1320
5127,05/05/2021,Goa,100902,26731,72799,1372
5128,06/05/2021,Goa,104398,27964,74991,1443
5129,07/05/2021,Goa,108267,29752,77014,1501
5130,08/05/2021,Goa,112462,31716,79189,1557
5131,09/05/2021,Goa,116213,32387,82214,1612
5132,10/05/2021,Goa,118846,31875,85292,1679
5133,11/05/2021,Goa,121650,32262,87659,1729
5134,12/05/2021,Goa,124774,32836,90134,1804
5135,13/05/2021,Goa,127639,32791,92974,1874
5136,14/05/2021,Goa,127639,32791,92974,1874
5137,15/05/2021,Goa,130130,32953,95240,1937
5138,16/05/2021,Goa,134542,30774,101712,2056
5139,17/05/2021,Goa,135856,28252,105505,2099
5140,18/05/2021,Goa,137418,25753,109513,2152
5141,19/05/2021,Goa,138776,23946,112633,2197
5142,20/05/2021,Goa,139985,22964,114793,2228
5143,21/05/2021,Goa,141567,20808,118487,2272
5144,22/05/2021,Goa,143192,19328,121562,2302
5145,23/05/2021,Goa,144839,18243,124255,2341
5146,24/05/2021,Goa,146460,17277,126800,2383
5147,25/05/2021,Goa,147861,16278,129162,2421
5148,26/05/2021,Goa,149410,15706,131244,2460
5149,27/05/2021,Goa,150897,15791,132607,2499
5150,28/05/2021,Goa,152401,15699,134164,2538
5151,30/05/2021,Goa,154419,15056,136766,2597
5152,31/05/2021,Goa,155064,14010,138429,2625
5153,01/06/2021,Goa,155666,12763,140254,2649
5154,02/06/2021,Goa,156569,11867,142031,2671
5155,03/06/2021,Goa,157275,10840,143742,2693
5156,04/06/2021,Goa,157847,9700,145437,2710
5157,05/06/2021,Goa,158423,9099,146597,2727
5158,06/06/2021,Goa,158990,8216,148030,2744
5159,07/06/2021,Goa,159393,7154,149479,2760
5160,08/06/2021,Goa,159811,6397,150574,2840
5161,09/06/2021,Goa,160284,5899,151526,2859
5162,10/06/2021,Goa,160740,5790,152073,2877
5163,11/06/2021,Goa,161153,5605,152657,2891
5164,12/06/2021,Goa,161576,5201,153476,2899
5165,13/06/2021,Goa,162048,5057,154077,2914
5166,14/06/2021,Goa,162468,4882,154658,2928
5167,15/06/2021,Goa,162721,4406,155378,2937
5168,16/06/2021,Goa,163048,4175,155926,2947
5169,17/06/2021,Goa,163358,4044,156354,2960
5170,18/06/2021,Goa,163612,3824,156819,2969
5171,19/06/2021,Goa,163927,3599,157353,2975
5172,20/06/2021,Goa,164229,3473,157772,2984
5173,21/06/2021,Goa,164436,3268,158178,2990
5174,22/06/2021,Goa,164654,3066,158591,2997
5175,23/06/2021,Goa,164957,2920,159029,3008
5176,25/06/2021,Goa,165426,2727,159677,3022
5177,26/06/2021,Goa,165648,2667,159954,3027
5178,27/06/2021,Goa,165883,2604,160247,3032
5179,28/06/2021,Goa,166098,2511,160548,3039
5180,29/06/2021,Goa,166236,2316,160874,3046
5181,30/06/2021,Goa,166449,2241,161160,3048
5182,01/07/2021,Goa,166689,2274,161361,3054
5183,02/07/2021,Goa,166920,2278,161582,3060
5184,03/07/2021,Goa,167103,2174,161867,3062
5185,04/07/2021,Goa,167272,2129,162074,3069
5186,05/07/2021,Goa,167436,2087,162276,3073
5187,06/07/2021,Goa,167566,1934,162557,3075
5188,07/07/2021,Goa,167823,1957,162787,3079
5189,08/07/2021,Goa,168015,1950,162983,3082
5190,09/07/2021,Goa,168210,1965,163159,3086
5191,10/07/2021,Goa,168430,1995,163347,3088
5192,11/07/2021,Goa,168585,1960,163530,3095
5193,12/07/2021,Goa,168716,1848,163771,3097
5194,13/07/2021,Goa,168824,1770,163957,3097
5195,14/07/2021,Goa,168988,1732,164155,3101
5196,15/07/2021,Goa,169215,1788,164326,3101
5197,16/07/2021,Goa,169341,1779,164460,3102
5198,17/07/2021,Goa,169461,1659,164696,3106
5199,18/07/2021,Goa,169620,1663,164848,3109
5200,19/07/2021,Goa,169740,1562,165067,3111
5201,21/07/2021,Goa,169971,1409,165449,3113
5202,22/07/2021,Goa,170102,1413,165571,3118
5203,20/03/2020,Gujarat,2,2,0,0
5204,21/03/2020,Gujarat,7,7,0,0
5205,22/03/2020,Gujarat,18,17,0,1
5206,23/03/2020,Gujarat,29,28,0,1
5207,24/03/2020,Gujarat,29,28,0,1
5208,25/03/2020,Gujarat,33,32,0,1
5209,26/03/2020,Gujarat,38,36,0,2
5210,27/03/2020,Gujarat,43,40,0,3
5211,28/03/2020,Gujarat,45,42,0,3
5212,29/03/2020,Gujarat,53,49,0,4
5213,30/03/2020,Gujarat,58,52,1,5
5214,31/03/2020,Gujarat,73,64,3,6
5215,01/04/2020,Gujarat,74,63,5,6
5216,02/04/2020,Gujarat,82,71,5,6
5217,03/04/2020,Gujarat,87,72,8,7
5218,04/04/2020,Gujarat,95,76,10,9
5219,05/04/2020,Gujarat,105,81,14,10
5220,06/04/2020,Gujarat,122,93,18,11
5221,07/04/2020,Gujarat,144,110,22,12
5222,08/04/2020,Gujarat,165,127,25,13
5223,09/04/2020,Gujarat,179,138,25,16
5224,10/04/2020,Gujarat,241,198,26,17
5225,11/04/2020,Gujarat,308,258,31,19
5226,12/04/2020,Gujarat,432,366,44,22
5227,13/04/2020,Gujarat,516,447,44,25
5228,14/04/2020,Gujarat,539,459,54,26
5229,15/04/2020,Gujarat,650,563,59,28
5230,16/04/2020,Gujarat,766,669,64,33
5231,17/04/2020,Gujarat,930,821,73,36
5232,18/04/2020,Gujarat,1099,972,86,41
5233,19/04/2020,Gujarat,1376,1230,93,53
5234,20/04/2020,Gujarat,1743,1575,105,63
5235,21/04/2020,Gujarat,1939,1737,131,71
5236,22/04/2020,Gujarat,2178,1949,139,90
5237,23/04/2020,Gujarat,2407,2125,179,103
5238,24/04/2020,Gujarat,2624,2254,258,112
5239,25/04/2020,Gujarat,2815,2423,265,127
5240,26/04/2020,Gujarat,3071,2656,282,133
5241,27/04/2020,Gujarat,3301,2837,313,151
5242,28/04/2020,Gujarat,3548,2992,394,162
5243,29/04/2020,Gujarat,3744,3129,434,181
5244,30/04/2020,Gujarat,4082,3358,527,197
5245,01/05/2020,Gujarat,4395,3568,613,214
5246,02/05/2020,Gujarat,4721,3750,735,236
5247,03/05/2020,Gujarat,5054,3896,896,262
5248,04/05/2020,Gujarat,5428,4096,1042,290
5249,05/05/2020,Gujarat,5804,4290,1195,319
5250,06/05/2020,Gujarat,6245,4496,1381,368
5251,07/05/2020,Gujarat,6625,4729,1500,396
5252,08/05/2020,Gujarat,7012,4878,1709,425
5253,09/05/2020,Gujarat,7402,5081,1872,449
5254,10/05/2020,Gujarat,7796,5233,2091,472
5255,11/05/2020,Gujarat,8194,5156,2545,493
5256,12/05/2020,Gujarat,8541,5248,2780,513
5257,13/05/2020,Gujarat,8903,5120,3246,537
5258,14/05/2020,Gujarat,9267,5139,3562,566
5259,15/05/2020,Gujarat,9591,5252,3753,586
5260,16/05/2020,Gujarat,9931,5290,4035,606
5261,17/05/2020,Gujarat,10988,6055,4308,625
5262,18/05/2020,Gujarat,11379,6221,4499,659
5263,19/05/2020,Gujarat,11745,6247,4804,694
5264,20/05/2020,Gujarat,12140,6378,5043,719
5265,21/05/2020,Gujarat,12537,6569,5219,749
5266,22/05/2020,Gujarat,12905,6644,5488,773
5267,23/05/2020,Gujarat,13268,6586,5880,802
5268,24/05/2020,Gujarat,13664,6666,6169,829
5269,25/05/2020,Gujarat,14056,6786,6412,858
5270,26/05/2020,Gujarat,14460,6936,6636,888
5271,27/05/2020,Gujarat,14821,6767,7139,915
5272,28/05/2020,Gujarat,15195,6708,7549,938
5273,29/05/2020,Gujarat,15562,6599,8003,960
5274,30/05/2020,Gujarat,15934,6343,8611,980
5275,31/05/2020,Gujarat,16343,6106,9230,1007
5276,01/06/2020,Gujarat,16779,5822,9919,1038
5277,02/06/2020,Gujarat,17200,5357,10780,1063
5278,03/06/2020,Gujarat,17617,4631,11894,1092
5279,04/06/2020,Gujarat,18100,4766,12212,1122
5280,05/06/2020,Gujarat,18584,4762,12667,1155
5281,06/06/2020,Gujarat,19094,4901,13003,1190
5282,07/06/2020,Gujarat,19592,5057,13316,1219
5283,08/06/2020,Gujarat,20070,5186,13635,1249
5284,09/06/2020,Gujarat,20545,5309,13956,1280
5285,10/06/2020,Gujarat,21014,5336,14365,1313
5286,11/06/2020,Gujarat,21521,5439,14735,1347
5287,12/06/2020,Gujarat,22032,5546,15101,1385
5288,13/06/2020,Gujarat,22527,5619,15493,1415
5289,14/06/2020,Gujarat,23038,5707,15883,1448
5290,15/06/2020,Gujarat,23544,5742,16325,1477
5291,16/06/2020,Gujarat,24055,5886,16664,1505
5292,17/06/2020,Gujarat,24577,5962,17082,1533
5293,18/06/2020,Gujarat,25093,6103,17430,1560
5294,19/06/2020,Gujarat,25601,6191,17819,1591
5295,20/06/2020,Gujarat,26141,6364,18159,1618
5296,21/06/2020,Gujarat,26680,6348,18694,1638
5297,22/06/2020,Gujarat,27260,6248,19349,1663
5298,23/06/2020,Gujarat,27825,6232,19909,1684
5299,24/06/2020,Gujarat,28371,6148,20513,1710
5300,25/06/2020,Gujarat,28943,6120,21088,1735
5301,26/06/2020,Gujarat,29520,6269,21498,1753
5302,27/06/2020,Gujarat,30095,6294,22030,1771
5303,28/06/2020,Gujarat,30709,6511,22409,1789
5304,29/06/2020,Gujarat,31320,6712,22800,1808
5305,30/06/2020,Gujarat,31938,6871,23240,1827
5306,01/07/2020,Gujarat,32557,7049,23662,1846
5307,02/07/2020,Gujarat,33232,7335,24030,1867
5308,03/07/2020,Gujarat,33913,7434,24593,1886
5309,04/07/2020,Gujarat,34600,7763,24933,1904
5310,05/07/2020,Gujarat,35312,7981,25406,1925
5311,06/07/2020,Gujarat,36037,8202,25892,1943
5312,07/07/2020,Gujarat,36772,8497,26315,1960
5313,08/07/2020,Gujarat,37550,8853,26720,1977
5314,09/07/2020,Gujarat,38333,9051,27289,1993
5315,10/07/2020,Gujarat,39194,9468,27718,2008
5316,11/07/2020,Gujarat,40069,9900,28147,2022
5317,12/07/2020,Gujarat,40941,10260,28649,2032
5318,13/07/2020,Gujarat,41820,10613,29162,2045
5319,14/07/2020,Gujarat,42722,10897,29770,2055
5320,15/07/2020,Gujarat,43637,11065,30503,2069
5321,16/07/2020,Gujarat,44552,11187,31286,2079
5322,17/07/2020,Gujarat,45481,11289,32103,2089
5323,18/07/2020,Gujarat,46430,11351,32973,2106
5324,19/07/2020,Gujarat,47390,11233,34035,2122
5325,20/07/2020,Gujarat,48355,11312,34901,2142
5326,21/07/2020,Gujarat,49353,11513,35678,2162
5327,22/07/2020,Gujarat,50379,11760,36423,2196
5328,23/07/2020,Gujarat,51399,11915,37260,2224
5329,24/07/2020,Gujarat,52477,12247,37978,2252
5330,25/07/2020,Gujarat,53545,12418,38849,2278
5331,26/07/2020,Gujarat,54626,12695,39631,2300
5332,27/07/2020,Gujarat,55822,13131,40365,2326
5333,28/07/2020,Gujarat,56874,13146,41380,2348
5334,29/07/2020,Gujarat,57982,13198,42412,2372
5335,30/07/2020,Gujarat,59126,13535,43195,2396
5336,31/07/2020,Gujarat,60285,13793,44074,2418
5337,01/08/2020,Gujarat,61438,14090,44907,2441
5338,02/08/2020,Gujarat,62463,14300,45699,2464
5339,03/08/2020,Gujarat,63562,14572,46504,2486
5340,04/08/2020,Gujarat,64585,14599,47478,2508
5341,05/08/2020,Gujarat,65599,14690,48376,2533
5342,06/08/2020,Gujarat,66669,14680,49433,2556
5343,07/08/2020,Gujarat,67699,14766,50350,2583
5344,08/08/2020,Gujarat,68768,14443,51720,2605
5345,09/08/2020,Gujarat,69869,14386,52855,2628
5346,10/08/2020,Gujarat,70965,14147,54166,2652
5347,11/08/2020,Gujarat,72031,14055,55304,2672
5348,12/08/2020,Gujarat,73163,14024,56444,2695
5349,13/08/2020,Gujarat,74318,14184,57421,2713
5350,14/08/2020,Gujarat,75408,14210,58467,2731
5351,15/08/2020,Gujarat,76480,14196,59538,2746
5352,16/08/2020,Gujarat,77559,14241,60553,2765
5353,17/08/2020,Gujarat,78680,14383,61512,2785
5354,18/08/2020,Gujarat,79710,14315,62595,2800
5355,19/08/2020,Gujarat,80802,14279,63703,2820
5356,20/08/2020,Gujarat,81942,14282,64823,2837
5357,21/08/2020,Gujarat,83107,14308,65946,2853
5358,22/08/2020,Gujarat,84311,14177,67267,2867
5359,23/08/2020,Gujarat,85523,14399,68243,2881
5360,24/08/2020,Gujarat,86624,14517,69212,2895
5361,25/08/2020,Gujarat,87691,14552,70231,2908
